No,Branch Code,Branch Store Name,Province (English),Province (Khmer),District (English),District (Khmer),Commune (English),Commune (Khmer),NCDD Commune Code,Latitude,Longitude,Nearby Places Count,Top 3-5 Nearby Places (EN | KH | Distance),English Search Keywords (Pipe Separated),Khmer Search Keywords (Pipe Separated)
346,"PNPA079","Kab Phluk","Kampong Speu","កំពង់ស្ពឺ","Basedth","បរសេដ្ឋ","Kat Phluk","កាត់ភ្លុក","050102","11.502116","104.806126",5,"Kambol Rainbow Night Market () - 1.1km ; Borey Piphup Tmey National Road 3 (បុរី ពិភពថ្មីផ្លូវជាតិលេខ 3) - 1.43km ; Piphustmey2 Market (ផ្សារពិភពថ្មី2) - 1.47km ; Borey Piphup Tmey National Road #3 (បុរី ពិភពថ្មីផ្លូវជាតិលេខ 3) - 1.55km ; Borey Piphub Thmey National Road 3 (បុរី ពិភពថ្មីផ្លូវជាតិលេខ 3) - 1.67km","PNPA079 | Kab Phluk | Kampong Speu | Basedth | Kambol Rainbow Night Market | Borey Piphup Tmey National Road 3 | Piphustmey2 Market | Borey Piphup Tmey National Road #3 | Borey Piphub Thmey National Road 3","កំពង់ស្ពឺ | បរសេដ្ឋ | បុរី ពិភពថ្មីផ្លូវជាតិលេខ 3 | ផ្សារពិភពថ្មី2"
347,"PNPA080","Phleung Chheh Roteh","Phnom Penh","ភ្នំពេញ","Kamboul","កំបូល","Phleung Chheh Roteh","ភ្លើងឆេះរទេះ","121405","11.491788","104.81429",5,"Piphustmey1 Market (ផ្សារពិភពថ្មី1) - 0.28km ; Kambol Rainbow Night Market () - 0.85km ; Borey Piphup Tmey National Road 3 (បុរី ពិភពថ្មីផ្លូវជាតិលេខ 3) - 1km ; Piphustmey2 Market (ផ្សារពិភពថ្មី2) - 1.02km ; Borey Piphup Tmey National Road #3 (បុរី ពិភពថ្មីផ្លូវជាតិលេខ 3) - 1.07km","PNPA080 | Phleung Chheh Roteh | Phnom Penh | Kamboul | Piphustmey1 Market | Kambol Rainbow Night Market | Borey Piphup Tmey National Road 3 | Piphustmey2 Market | Borey Piphup Tmey National Road #3","ភ្នំពេញ | កំបូល | ផ្សារពិភពថ្មី1 | បុរី ពិភពថ្មីផ្លូវជាតិលេខ 3 | ផ្សារពិភពថ្មី2"
348,"PNPA081","Phsar Thmei Ti Bei Phum 3","Phnom Penh","ភ្នំពេញ","Doun Penh","ដូនពេញ","Phsar Thmei Ti Bei","ផ្សារថ្មីទី ៣","120203","11.565271","104.923624",5,"Preah Sisowath High School (វិទ្យាល័យ ព្រះស៊ីសុវត្ថិ) - 0.19km ; Wat Koh (វត្តកោះ) - 0.25km ; Psar Chas (Phnom Penh) (ផ្សារចាស់ (ភ្នំពេញ)) - 0.33km ; Ang Duong Hospital (មន្ទីរពេទ្យព្រះអង្គឌួង) - 0.33km ; Kiwi (គីវី) - 0.35km","PNPA081 | Phsar Thmei Ti Bei Phum 3 | Phnom Penh | Doun Penh | Preah Sisowath High School | Wat Koh | Psar Chas (Phnom Penh) | Ang Duong Hospital | Kiwi","ភ្នំពេញ | ដូនពេញ | វិទ្យាល័យ ព្រះស៊ីសុវត្ថិ | វត្តកោះ | ផ្សារចាស់ (ភ្នំពេញ) | មន្ទីរពេទ្យព្រះអង្គឌួង | គីវី"
349,"PNPA087","Boeng Tumpun Ti Muoy","Phnom Penh","ភ្នំពេញ","Chamkar Mon","ចំការមន","Tuol Tumpung Ti Muoy","ទួលទំពូងទី ១","120110","11.530862","104.912548",5,"Boeng Tumpun Market (ផ្សារបឹងទំពុន) - 0.06km ; Doeum Thkov Roundabout (រង្វង់មូលផ្សារដើមថ្កូវ) - 0.26km ; Russian Market (ផ្សារទួលទំពូង) - 0.29km ; Wat Tuol Tom Poung (វត្តទួលទំពូង) - 0.34km ; Phsar Deum Thkov High School (វិទ្យាល័យផ្សារដើមថ្កូវ) - 0.35km","PNPA087 | Boeng Tumpun Ti Muoy | Phnom Penh | Chamkar Mon | Boeng Tumpun Market | Doeum Thkov Roundabout | Russian Market | Wat Tuol Tom Poung | Phsar Deum Thkov High School","ភ្នំពេញ | ចំការមន | ផ្សារបឹងទំពុន | រង្វង់មូលផ្សារដើមថ្កូវ | ផ្សារទួលទំពូង | វត្តទួលទំពូង | វិទ្យាល័យផ្សារដើមថ្កូវ"
350,"PNPA088","Chaom Chau Ti Bei 02","Phnom Penh","ភ្នំពេញ","Pur SenChey","ពោធិ៍សែនជ័យ","Chaom Chau 2","ចោមចៅទី២","120915","11.537322","104.815671",5,"Ekreach 2 Market (ផ្សារេក្រោច 2) - 0.47km ; Qmi Market (ផ្សារqmi) - 0.52km ; Ekareach Market II (ផ្សារឯករាជ្យ 2) - 0.55km ; Chom Po Von Market (ផ្សារចោមពៅវ័ន) - 0.57km ; Chaom Chau Flyover (ស្ពានអាកាសចោមចៅ) - 1.03km","PNPA088 | Chaom Chau Ti Bei 02 | Phnom Penh | Pur SenChey | Ekreach 2 Market | Qmi Market | Ekareach Market II | Chom Po Von Market | Chaom Chau Flyover","ភ្នំពេញ | ពោធិ៍សែនជ័យ | ផ្សារេក្រោច 2 | ផ្សារqmi | ផ្សារឯករាជ្យ 2 | ផ្សារចោមពៅវ័ន | ស្ពានអាកាសចោមចៅ"
351,"PNPA091","Chaom Chau 2 Phum 1","Phnom Penh","ភ្នំពេញ","Pur SenChey","ពោធិ៍សែនជ័យ","Chaom Chau 1","ចោមចៅទី១","120914","11.52026","104.806014",5,"Borey Piphup Thmey Chom Chao (បុរីពិភពថ្មី ចោមចៅ) - 1.01km ; New Town Odem Market (ផ្សារនេវ តូវន ូដេម) - 1.04km ; Odem New Town Market (ផ្សារ ញូវថោន អូដឹម) - 1.09km ; Monorom (ផ្សារមនោរម្យ) - 1.16km ; Orng Market () - 1.42km","PNPA091 | Chaom Chau 2 Phum 1 | Phnom Penh | Pur SenChey | Borey Piphup Thmey Chom Chao | New Town Odem Market | Odem New Town Market | Monorom | Orng Market","ភ្នំពេញ | ពោធិ៍សែនជ័យ | បុរីពិភពថ្មី ចោមចៅ | ផ្សារនេវ តូវន ូដេម | ផ្សារ ញូវថោន អូដឹម | ផ្សារមនោរម្យ"
352,"PNPA095","Wat Nirouth","Phnom Penh","ភ្នំពេញ","Chbar Ampov","ច្បារអំពៅ","Nirouth","និរោធ","121203","11.522177","104.9465878",5,"Monivong Bridge (ស្ពានព្រះមុនីវង្ស) - 0.81km ; Cho Ray Phnom Penh Hospital (មន្ទីរពេទ្យជោរៃភ្នំពេញ) - 0.83km ; Lucky Express () - 0.87km ; Cham Market (ផ្សារចាម) - 1.04km ; Thai Huot Market - Boeung Snor () - 1.17km","PNPA095 | Wat Nirouth | Phnom Penh | Chbar Ampov | Monivong Bridge | Cho Ray Phnom Penh Hospital | Lucky Express | Cham Market | Thai Huot Market - Boeung Snor","ភ្នំពេញ | ច្បារអំពៅ | ស្ពានព្រះមុនីវង្ស | មន្ទីរពេទ្យជោរៃភ្នំពេញ | ផ្សារចាម"
353,"PNPA096","Tuek L ak Ti Bei Phum 2","Phnom Penh","ភ្នំពេញ","Tuol Kouk","ទួលគោក","Tuek L'ak Ti Bei","ទឹកល្អក់ទី ៣","120406","11.566","104.89096",5,"Royal University of Phnom Penh (សាកលវិទ្យាល័យភូមិន្ទភ្នំពេញ) - 0.29km ; Phsar Trapeang Chhuk (ផ្សារត្រពាំងឈូក) - 0.41km ; Institute of Foreign Languages (IFL) (វិទ្យាស្ថានភាសាបរទេស) - 0.53km ; Kilo4 Market (ផ្សារគីឡូ4) - 0.58km ; Preah Kossamak Hospital (168 Hospital) (មន្ទីរពេទ្យព្រះកុសុមៈ (ពេទ្យលោកសង្ឃ)) - 0.61km","PNPA096 | Tuek L ak Ti Bei Phum 2 | Phnom Penh | Tuol Kouk | Royal University of Phnom Penh | Phsar Trapeang Chhuk | Institute of Foreign Languages (IFL) | Kilo4 Market | Preah Kossamak Hospital (168 Hospital)","ភ្នំពេញ | ទួលគោក | សាកលវិទ្យាល័យភូមិន្ទភ្នំពេញ | ផ្សារត្រពាំងឈូក | វិទ្យាស្ថានភាសាបរទេស | ផ្សារគីឡូ4 | មន្ទីរពេទ្យព្រះកុសុមៈ (ពេទ្យលោកសង្ឃ)"
354,"PNPA100","Tuol Pongro","Banteay Meanchey","បន្ទាយមានជ័យ","Malai","ម៉ាឡៃ","Tuol Pongro","ទួលពង្រ","010905","11.513179","104.858848",5,"Lucky Express Tuol Pongro () - 0.19km ; Potential Department Store () - 0.38km ; TH Residence Dangkoa I (ធី អេច រ៉េស៊ីឌែន ដង្កោទី1) - 0.63km ; Pholpongro Market (ផ្សារផូលពូងរូ) - 0.68km ; Borey Phnom Penh Sok San 7 () - 0.75km","PNPA100 | Tuol Pongro | Banteay Meanchey | Malai | Lucky Express Tuol Pongro | Potential Department Store | TH Residence Dangkoa I | Pholpongro Market | Borey Phnom Penh Sok San 7","បន្ទាយមានជ័យ | ម៉ាឡៃ | ធី អេច រ៉េស៊ីឌែន ដង្កោទី1 | ផ្សារផូលពូងរូ"
355,"PNPP001","Chamkar Mon","Phnom Penh","ភ្នំពេញ","Chamkar Mon","ចំការមន","Tonle Basak","ទន្លេបាសាក់","120101","11.5498322","104.9003168",5,"Chan La Market (ផ្សារចាន លា) - 0.46km ; Chen La Market (ផ្សារចេន លា) - 0.46km ; Sovanna Shopping Center (shut down) (ផ្សារទំនើបសុវណ្ណា) - 0.46km ; Derm Kor Market (ផ្សារដើមគរ) - 0.49km ; Phsar Deoum Kor (ផ្សារដើមគរ) - 0.53km","PNPP001 | Chamkar Mon | Phnom Penh | Chan La Market | Chen La Market | Sovanna Shopping Center (shut down) | Derm Kor Market | Phsar Deoum Kor","ភ្នំពេញ | ចំការមន | ផ្សារចាន លា | ផ្សារចេន លា | ផ្សារទំនើបសុវណ្ណា | ផ្សារដើមគរ"
356,"PNPP002","Mean Chey 01","Battambang","Battambang","Samlout","សំឡូត","Mean Chey","មានជ័យ","020906","11.5121","104.93619",5,"AEON Maxvalu Express Chak Angre Krom2 (អ៊ីអន ម៉ាក់វ៉លអ៊ិចប្រេស ចាក់អង្រែក្រោម 2) - 0.33km ; Chak Angre (ផ្សារចាក ាងរេ) - 0.41km ; Phsar Chak Angrae (ផ្សារចាក់អង្រែ) - 0.47km ; Cham Market (ផ្សារចាម) - 0.65km ; Lucky Express () - 1.22km","PNPP002 | Mean Chey 01 | Battambang | Samlout | AEON Maxvalu Express Chak Angre Krom2 | Chak Angre | Phsar Chak Angrae | Cham Market | Lucky Express","សំឡូត | អ៊ីអន ម៉ាក់វ៉លអ៊ិចប្រេស ចាក់អង្រែក្រោម 2 | ផ្សារចាក ាងរេ | ផ្សារចាក់អង្រែ | ផ្សារចាម"
357,"PNPP003","Mean Chey 02","Battambang","Battambang","Samlout","សំឡូត","Mean Chey","មានជ័យ","020906","11.547075","104.884",5," (ផ្សារអូរបែកក្អម) - 0.23km ; Trapang Chouk Market (ផ្សារត្រពាំងឈូក) - 0.29km ; Phsar Sola (ផ្សារសឡា) - 0.36km ; Sor La (ផ្សារសូរ លា) - 0.38km ; Trapeang Chhouk Market (ផ្សារត្រពាំងឈូក) - 0.4km","PNPP003 | Mean Chey 02 | Battambang | Samlout | Trapang Chouk Market | Phsar Sola | Sor La | Trapeang Chhouk Market","សំឡូត | ផ្សារអូរបែកក្អម | ផ្សារត្រពាំងឈូក | ផ្សារសឡា | ផ្សារសូរ លា"
358,"PNPP004","Preaek Pnov","Phnom Penh","ភ្នំពេញ","Praek Pnov","ព្រែកព្នៅ","Preaek Phnov","ព្រែកព្នៅ","121101","11.6583","104.8637",5,"New Preaek Pnov Market (ផ្សារថ្មី ព្រែកព្នៅ) - 0.4km ; Phsar Prek Phnov (ផ្សារព្រែកព្នៅ) - 0.45km ; Preak Pov (ផ្សារព្រោក ពូវ) - 0.52km ; Prek Pnov Bridge (ស្ពានព្រែកព្នៅ) - 2.56km ; Morodok Techo National Stadium (ពហុកីឡដ្ឋានជាតិមរតកតេជោ) - 3km","PNPP004 | Preaek Pnov | Phnom Penh | Praek Pnov | New Preaek Pnov Market | Phsar Prek Phnov | Preak Pov | Prek Pnov Bridge | Morodok Techo National Stadium","ភ្នំពេញ | ព្រែកព្នៅ | ផ្សារថ្មី ព្រែកព្នៅ | ផ្សារព្រែកព្នៅ | ផ្សារព្រោក ពូវ | ស្ពានព្រែកព្នៅ | ពហុកីឡដ្ឋានជាតិមរតកតេជោ"
359,"PNPP005","Chbar Ampov","Kampong Cham","កំពង់ចាម","Batheay","បាធាយ","Chbar Ampov","ច្បារអំពៅ","030102","11.5317","104.9369",5,"Phsar Chbar Ampov (ផ្សារច្បារអំពៅ) - 0.19km ; Chbar Ampov Market (ផ្សារច្បារអំពៅ) - 0.2km ; Kbal Thnal Flyover (ស្ពានអាកាសក្បាលថ្នល់) - 0.23km ; Monivong Bridge (ស្ពានព្រះមុនីវង្ស) - 0.7km ; Kbal Knol Market () - 0.71km","PNPP005 | Chbar Ampov | Kampong Cham | Batheay | Phsar Chbar Ampov | Chbar Ampov Market | Kbal Thnal Flyover | Monivong Bridge | Kbal Knol Market","កំពង់ចាម | បាធាយ | ផ្សារច្បារអំពៅ | ស្ពានអាកាសក្បាលថ្នល់ | ស្ពានព្រះមុនីវង្ស"
360,"PNPP006","Tuol Kouk","Phnom Penh","ភ្នំពេញ","Tuol Kouk","ទួលគោក","Phsar Depou Ti Muoy","ផ្សារដេប៉ូទី ១","120401","11.5903","104.8974",5,"Tomnop Market (ផ្សារទំនប់) - 0.09km ; Tom Noup (ផ្សារទំនប់) - 0.11km ; Chey Chumneah Market (ផ្សារជ័យជំនះ) - 0.15km ; West Samhan Market (ខាងលិចផ្សារសាំហាន់) - 0.45km ; Lucky () - 0.79km","PNPP006 | Tuol Kouk | Phnom Penh | Tomnop Market | Tom Noup | Chey Chumneah Market | West Samhan Market | Lucky","ភ្នំពេញ | ទួលគោក | ផ្សារទំនប់ | ផ្សារជ័យជំនះ | ខាងលិចផ្សារសាំហាន់"
361,"PNPP007","Boeng Keng Kang","Phnom Penh","ភ្នំពេញ","Boeng Keng Kang","បឹងកេងកង","Boeng Keng Kang Ti Muoy","បឹងកេងកងទី ១","121301","11.55514","104.915931",5,"Wat Moha Montrei (វត្តមហាមន្ត្រី) - 0.21km ; Phsar Ang Eng (ផ្សារ ាង េង) - 0.39km ; Wat Sampov Meas (វត្តសំពៅមាស) - 0.49km ; Olympic Market (ផ្សារអូឡាំពិក) - 0.51km ; Capitol Bus Station Orussey (បេនឡាន កាពីតូល អូរឫស្សី) - 0.63km","PNPP007 | Boeng Keng Kang | Phnom Penh | Wat Moha Montrei | Phsar Ang Eng | Wat Sampov Meas | Olympic Market | Capitol Bus Station Orussey","ភ្នំពេញ | បឹងកេងកង | វត្តមហាមន្ត្រី | ផ្សារ ាង េង | វត្តសំពៅមាស | ផ្សារអូឡាំពិក | បេនឡាន កាពីតូល អូរឫស្សី"
362,"PNPP008","Pou Saen Chey 01","Phnom Penh","ភ្នំពេញ","Pur SenChey","ពោធិ៍សែនជ័យ","Trapeang Krasang","ត្រពាំងក្រសាំង","120901","11.561082","104.853001",5,"Century Plaza (ផ្សារ century plaza) - 0.23km ; Porchentong Market (ផ្សារពោធិ៍ចិនតុង) - 0.51km ; Phsar Pochentong (ផ្សារពោធិ៍ចិនតុង) - 0.55km ; AEON Maxvalu Express Bodaiju (អ៊ីអនម៉ាកវ៉លអ៊ិចប្រេសបូដៃជូ) - 0.57km ; Beltei International School 8 (Pochentong Market Campus) (សាលាប៊ែលធីអន្តរជាតិ ទី8 (សាខាផ្សារពោធិ៍ចិនតុង)) - 0.57km","PNPP008 | Pou Saen Chey 01 | Phnom Penh | Pur SenChey | Century Plaza | Porchentong Market | Phsar Pochentong | AEON Maxvalu Express Bodaiju | Beltei International School 8 (Pochentong Market Campus)","ភ្នំពេញ | ពោធិ៍សែនជ័យ | ផ្សារ century plaza | ផ្សារពោធិ៍ចិនតុង | អ៊ីអនម៉ាកវ៉លអ៊ិចប្រេសបូដៃជូ | សាលាប៊ែលធីអន្តរជាតិ ទី8 (សាខាផ្សារពោធិ៍ចិនតុង)"
363,"PNPP009","Pou Saen Chey 02","Phnom Penh","ភ្នំពេញ","Pur SenChey","ពោធិ៍សែនជ័យ","Trapeang Krasang","ត្រពាំងក្រសាំង","120901","11.5302","104.8521",5,"K-Mall Veng Sreng (ផ្សារ k-mall វេងស្រេង) - 0.1km ; Yellow Shirt Factory (រោងចក្រអាវលឿង) - 0.1km ; Borey Piphup Thmey Veng Sreng (បុរីពិភពថ្មី វេងស្រេង) - 0.12km ;  (tropang thlong market (ផ្សារត្រពាំងថ្លឹង)) - 0.14km ; Phsar Trapeang Thleng (ផ្សារត្រពាំងថ្លឹង) - 0.15km","PNPP009 | Pou Saen Chey 02 | Phnom Penh | Pur SenChey | K-Mall Veng Sreng | Yellow Shirt Factory | Borey Piphup Thmey Veng Sreng | Phsar Trapeang Thleng","ភ្នំពេញ | ពោធិ៍សែនជ័យ | ផ្សារ k-mall វេងស្រេង | រោងចក្រអាវលឿង | បុរីពិភពថ្មី វេងស្រេង | tropang thlong market (ផ្សារត្រពាំងថ្លឹង) | ផ្សារត្រពាំងថ្លឹង"
